EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:09:03,750	00:09:07,650	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of China is truly without precedent in
EDL	00:09:07,650	00:09:09,600	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	history those of us who have been
EDL	00:09:09,600	00:09:11,370	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	traveling to China and I have over the
EDL	00:09:11,370	00:09:13,070	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	last thirty years quite a few times
EDL	00:09:13,070	00:09:15,360	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	since the days when I was engaged
EDL	00:09:15,360	00:09:17,340	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	directly in negotiating with them
EDL	00:09:17,340	00:09:19,590	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	shopping the normalization of our
EDL	00:09:19,590	00:09:21,960	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	relations China has been visibly
EDL	00:09:21,960	00:09:24,600	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	transformed in a way that it was almost
EDL	00:09:24,600	00:09:27,090	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	impossible to anticipate but if I'm one
EDL	00:09:27,090	00:09:29,640	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	first went to China and this dynamism is
EDL	00:09:29,640	00:09:32,570	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	continuing on short of a tremendous
EDL	00:09:32,570	00:09:35,700	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	reversal in China's fortune clearly
EDL	00:09:35,700	00:09:39,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	China is on the rise it is numbered to
EDL	00:09:39,150	00:09:43,470	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	de facto in terms of cumulative capacity
EDL	00:09:43,470	00:09:46,740	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	for leadership and it has the potential
EDL	00:09:46,740	00:09:48,390	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	we all know this we have seen these
EDL	00:09:48,390	00:09:49,890	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	figures there's nothing new in this what
EDL	00:09:49,890	00:09:52,230	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	I'm saying to outstrip the United States
EDL	00:09:52,230	00:09:55,590	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	if we don't improve our performance and
EDL	00:09:55,590	00:09:58,350	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	if they do not falter and these are two
EDL	00:09:58,350	00:10:00,900	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	major question marks after that it
EDL	00:10:00,900	00:10:04,190	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	becomes more complicated Russia
EDL	00:10:04,190	00:10:08,930	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	perhaps but it is a one-dimensional
EDL	00:10:08,930	00:10:12,589	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	is 1-dimensional power with of course it
EDL	00:10:12,589	00:10:14,660	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	is proportionate amount of military
EDL	00:10:14,660	00:10:18,080	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	capability including the capacity to
EDL	00:10:18,080	00:10:20,600	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	inflict fundamental damage in any other
EDL	00:10:20,600	00:10:23,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	country in the world essentially
EDL	00:10:23,000	00:10:26,690	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	capacity to destroy another Society but
EDL	00:10:26,690	00:10:29,779	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	it is also a power which autumn Italy is
EDL	00:10:29,779	00:10:32,180	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	a suicidal power in the sense that if
EDL	00:10:32,180	00:10:35,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that capacity is exercised it is an act
EDL	00:10:35,000	00:10:38,029	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of suicide because it will produce such
EDL	00:10:38,029	00:10:40,930	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	retaliation from the United States but
EDL	00:10:40,930	00:10:44,240	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Russia will cease to exist as a society
EDL	00:10:44,240	00:10:47,120	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and increasingly in the new world system
EDL	00:10:47,120	00:10:50,510	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the new world context that power becomes
EDL	00:10:50,510	00:10:53,060	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	increasingly of diminished significance
EDL	00:10:53,060	00:10:56,209	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	when I was in the White House in one of
EDL	00:10:56,209	00:10:59,060	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	my potentially critical jobs was to
EDL	00:10:59,060	00:11:00,800	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	coordinate the presidential nuclear
EDL	00:11:00,800	00:11:03,529	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	response in the event of a nuclear war
EDL	00:11:03,529	00:11:06,320	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	with the Soviet Union and that was a
EDL	00:11:06,320	00:11:08,240	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	real possibility at a time we actually
EDL	00:11:08,240	00:11:11,570	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	worried about it day after day we sense
EDL	00:11:11,570	00:11:13,760	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	our own vulnerability would the
EDL	00:11:13,760	00:11:16,520	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	president survive would be able to
EDL	00:11:16,520	00:11:18,709	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	respond effectively depending on the
EDL	00:11:18,709	00:11:21,140	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	nature of the Russian attack and we all
EDL	00:11:21,140	00:11:23,779	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	knew that if the attack came within a
EDL	00:11:23,779	00:11:27,170	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	few hours between 80 220 million
EDL	00:11:27,170	00:11:30,350	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Americans and Russians would be dead
EDL	00:11:30,350	00:11:33,290	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	within just a few hours those are
EDL	00:11:33,290	00:11:35,779	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	inconceivable figures and yet that was
EDL	00:11:35,779	00:11:39,650	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the reality and the President had few
EDL	00:11:39,650	00:11:42,140	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	minutes in which to make decisions it is
EDL	00:11:42,140	00:11:44,120	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	no longer a secret but at the time he
EDL	00:11:44,120	00:11:46,220	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	was a secret the system essentially
EDL	00:11:46,220	00:11:48,800	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	involved the national security of eyes
EDL	00:11:48,800	00:11:50,450	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	are being notified that we're under
EDL	00:11:50,450	00:11:51,100	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	attack
EDL	00:11:51,100	00:11:54,490	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	he has three minutes to confirm
EDL	00:11:54,490	00:11:56,990	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	subsequent sources of information as to
EDL	00:11:56,990	00:11:59,209	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the nature of the tag and the likely
EDL	00:11:59,209	00:12:01,520	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	targeting by the thirty-minute he has to
EDL	00:12:01,520	00:12:03,260	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	get in touch with the president let's in
EDL	00:12:03,260	00:12:05,060	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the middle of the night mr. president
EDL	00:12:05,060	00:12:07,279	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	wake up race not news for you we're
EDL	00:12:07,279	00:12:10,279	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	under attack he then has for the third
EDL	00:12:10,279	00:12:14,140	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	minute to the seventh minute assuming he
EDL	00:12:14,140	00:12:17,130	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	simply doesn't fade out faint
EDL	00:12:17,130	00:12:19,980	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	refuse to believe this news to look ad
EDL	00:12:19,980	00:12:22,440	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the options which are always available
EDL	00:12:22,440	00:12:25,710	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	to them and decide on the basis of the
EDL	00:12:25,710	00:12:28,710	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	information conveyed the nature of the
EDL	00:12:28,710	00:12:31,980	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	US response in the meantime the
EDL	00:12:31,980	00:12:34,050	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Strategic Air Command is activated and
EDL	00:12:34,050	00:12:35,970	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	begins to take off all over the world
EDL	00:12:35,970	00:12:40,560	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and by the seventh minute the order to
EDL	00:12:40,560	00:12:42,870	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	execute has to be given because if it
EDL	00:12:42,870	00:12:45,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	isn't given by then there's a high
EDL	00:12:45,150	00:12:47,040	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	probability that may not be effectively
EDL	00:12:47,040	00:12:50,160	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	implemented if it is much delayed and by
EDL	00:12:50,160	00:12:52,290	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the 28th minute the nuclear exchange
EDL	00:12:52,290	00:12:54,840	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	takes place of some sort depending on
EDL	00:12:54,840	00:12:56,430	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the nature of the scale of the tank and
EDL	00:12:56,430	00:12:59,190	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	our response and as I said earlier
EDL	00:12:59,190	00:13:03,330	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	within a few hours scores and scores of
EDL	00:13:03,330	00:13:06,180	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	millions of people are dead the Soviet
EDL	00:13:06,180	00:13:08,880	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Union which is now Russia had the
EDL	00:13:08,880	00:13:11,400	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	capacity destroy us or we have the
EDL	00:13:11,400	00:13:14,010	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	capacity to destroy them but in all the
EDL	00:13:14,010	00:13:15,900	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	other dimensions of power contemporary
EDL	00:13:15,900	00:13:20,610	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Russia is really not a superpower it is
EDL	00:13:20,610	00:13:25,820	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	a society with a critical in crisis
EDL	00:13:25,820	00:13:28,950	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	involving its social capital it is a
EDL	00:13:28,950	00:13:31,950	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	society in which modernization has
EDL	00:13:31,950	00:13:34,920	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	lagged and it is an economy which has
EDL	00:13:34,920	00:13:38,010	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	become distorted by becoming essentially
EDL	00:13:38,010	00:13:40,920	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the Russian equivalent of Saudi Arabia
EDL	00:13:40,920	00:13:43,890	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	or worse of Nigeria with all the
EDL	00:13:43,890	00:13:47,340	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	deformations associated with an economy
EDL	00:13:47,340	00:13:49,770	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in which there are such short term
EDL	00:13:49,770	00:13:54,210	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	enormous profits and a temptation in
EDL	00:13:54,210	00:13:56,610	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	effect and neglect over all social
EDL	00:13:56,610	00:14:00,390	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	development so who behind Russia clearly
EDL	00:14:00,390	00:14:03,810	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Japan enormous technological economic
EDL	00:14:03,810	00:14:07,460	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	potential a good citizen of the world
EDL	00:14:07,460	00:14:11,790	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	but at the same time still traumatized
EDL	00:14:11,790	00:14:16,380	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	by Hiroshima and Nagasaki uneasy about
EDL	00:14:16,380	00:14:18,720	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	its role in the world in the political
EDL	00:14:18,720	00:14:21,520	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	domain an increasingly ambivalent about
EDL	00:14:21,520	00:14:23,730	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	relationship with the United States and
EDL	00:14:23,730	00:14:28,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	last probably India a country with great
EDL	00:14:28,150	00:14:31,600	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	ambitions potentially great economic
EDL	00:14:31,600	00:14:35,260	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	power but one which is also handicapped
EDL	00:14:35,260	00:14:38,710	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	by enormous socio-economic differences
EDL	00:14:38,710	00:14:43,300	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in justices a political system which is
EDL	00:14:43,300	00:14:46,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	largely traditional and foreign in
EDL	00:14:46,000	00:14:49,390	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	origins and which operates on the basis
EDL	00:14:49,390	00:14:53,470	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of a society in which large parts of the
EDL	00:14:53,470	00:14:55,560	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	people of the community of the political
EDL	00:14:55,560	00:15:00,190	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	society are still pre political in their
EDL	00:15:00,190	00:15:01,780	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	attitudes that is to say they're not
EDL	00:15:01,780	00:15:04,120	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	politically engaged they vote by
EDL	00:15:04,120	00:15:07,180	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	affiliations connections family ties and
EDL	00:15:07,180	00:15:10,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	so forth but ambitious externally and
EDL	00:15:10,150	00:15:13,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	sees itself as the primary rival to
EDL	00:15:13,000	00:15:16,780	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	China that's a very differentiator
EDL	00:15:16,780	00:15:20,080	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	global political pecking order in which
EDL	00:15:20,080	00:15:22,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	there are great possibilities of
EDL	00:15:22,150	00:15:25,090	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	instability and in which it is difficult
EDL	00:15:25,090	00:15:29,280	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	to fashion clear lines of direction of
EDL	00:15:29,280	00:15:31,900	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	defining priorities and we see this for
EDL	00:15:31,900	00:15:34,200	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	example in this struggle of climate over
EDL	00:15:34,200	00:15:37,390	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the economy of our attempts to formulate
EDL	00:15:37,390	00:15:40,320	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	some sort of a global concept of purpose
EDL	00:15:40,320	00:15:46,300	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	shared objectives common goals and then
EDL	00:15:46,300	00:15:49,480	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the third great reality which defines
EDL	00:15:49,480	00:15:51,850	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	our historical and geopolitical context
EDL	00:15:51,850	00:15:55,030	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	is the new phenomenon which I've been
EDL	00:15:55,030	00:15:56,590	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	trying to emphasize in some of my
EDL	00:15:56,590	00:15:58,480	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	writings in which I call the global
EDL	00:15:58,480	00:16:01,630	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	political awakening and that is the fact
EDL	00:16:01,630	00:16:05,050	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	but for the first time in all of human
EDL	00:16:05,050	00:16:07,270	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	history for the first time in all of
EDL	00:16:07,270	00:16:11,130	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	human history most of humanity is
EDL	00:16:11,130	00:16:14,140	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	politically activated politically
EDL	00:16:14,140	00:16:16,760	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	conscious and politically into
EDL	00:16:16,760	00:16:20,110	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	connected that's a totally new condition
EDL	00:16:20,110	00:16:22,640	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	which emerged just in the course of the
EDL	00:16:22,640	00:16:25,010	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	last 200 years it started with the
EDL	00:16:25,010	00:16:27,320	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	French Revolution which was the first
EDL	00:16:27,320	00:16:30,410	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	case of an entire society being
EDL	00:16:30,410	00:16:32,720	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	galvanized in the political
EDL	00:16:32,720	00:16:35,330	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	consciousness through struggle and
EDL	00:16:35,330	00:16:39,470	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	violence revolutionary collisions but it
EDL	00:16:39,470	00:16:41,930	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	involved the monarchy there is talk
